"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","logLike"
1.65995695218154,0.793329944938958,1.7241970031195,0.055107479137309,-0.266211314461796,0.0913019457488286,-0.546863523464865,-0.0668136442322009,-0.498993463825836,2.65937647011307,2.10203134223521,-0.472521158327205,-0.28943737447635,0.0194682558638726,0.771032027789901,-296.413920359905
1.66141375406967,0.758144752058063,1.74902286139425,0.0676252541635161,-0.292135970724228,-0.11638756696606,-0.590490575751501,-0.119303464004366,-0.453952052986341,2.35912598191933,2.08935709749377,-0.619861125098726,-0.472245677765567,0.115430099573359,0.676981729919176,-294.957239449096
1.74054268341687,0.778849217109334,1.83627940193673,0.0859362166952641,-0.350653376280961,-0.183252545696327,-0.477414720681464,-0.345219319516882,-0.523194057474065,2.26598189569386,1.91979067935351,-0.599345894181124,-0.283689493488668,-0.245720770703665,0.379021698472642,-294.851521237456
1.78877920284231,0.825001554410154,1.79640065572843,0.0904757022849829,-0.341869758660772,-0.017038831745295,-0.344569848168209,-0.486951068839779,-0.547536368410024,2.28563119068392,1.92015872999855,-0.538888078508338,-0.336803440722496,-0.161740851683778,0.440676521524855,-294.429440051136
1.7479374197881,0.769874556938198,1.77944077356473,0.0839108048237139,-0.320747329436408,-0.0404166693965135,-0.369818801524113,-0.48435517146669,-0.533405470517263,2.35468050369706,1.98972001086437,-0.570506233924616,-0.367562832432579,-0.160724756028479,0.594022662346465,-294.005520054802
1.74082131202471,0.782037371467661,1.83182887938797,0.0764534235847479,-0.299150251003299,-0.0823921622854094,-0.394819111459093,-0.32205657267261,-0.40790334512472,2.4733130290357,2.11326548025389,-0.54423918114788,-0.368993681982401,-0.0285759509544346,0.565793265311291,-293.7010197607
1.72095960999467,0.752367313858826,1.81533885947465,0.0738827305963805,-0.288684012466723,-0.091095345686254,-0.417512625675657,-0.326658734597138,-0.419126738214557,2.5789278854406,2.2190267007394,-0.567071801200359,-0.386073892394851,-0.0329487875649423,0.633906751057894,-293.623919575435
1.71980681486937,0.747558021017815,1.81449531526053,0.0741830339503996,-0.285986415410438,-0.0936491334078745,-0.421238793710695,-0.327542822747788,-0.420217945255289,2.65973080989624,2.2963669495229,-0.570537749496065,-0.390042201738242,-0.0370437393829314,0.641860960265099,-293.600742594465
1.7261802318876,0.748827235382972,1.81836632873235,0.0757204619664527,-0.283425328615976,-0.0948124980815916,-0.423921229934531,-0.32810861579937,-0.420617667142475,2.80966002270601,2.4396520180482,-0.571342785607069,-0.393227018553494,-0.0423753364742777,0.632385376026616,-293.577386927434
1.72931893364704,0.751747605436658,1.82083489634841,0.0761152619002654,-0.283433093735194,-0.0943716168381003,-0.42303700067506,-0.327754861492507,-0.419738531180996,2.83842018825071,2.46736044343479,-0.570051311168122,-0.39266307831394,-0.0428364984468748,0.6247780749387,-293.576203107912
1.72987814870649,0.752380626785263,1.82123598596397,0.0761662114368666,-0.283584998992403,-0.094175653432081,-0.422755471855251,-0.327748984934462,-0.419671783158401,2.84067566966957,2.4695236760269,-0.569773456670794,-0.392426532620286,-0.0427577096502272,0.623241503212026,-293.576179749713
1.72992106169909,0.752443806520161,1.82127173069026,0.0761664770154028,-0.283623928717351,-0.0941620950443443,-0.422714985073426,-0.327774430105189,-0.419681628767684,2.84045937175043,2.46931140054312,-0.569738745881673,-0.392406756539512,-0.0427401766782364,0.623136881952116,-293.576179471077
