ViajeId;DISTAlt1;TIEMPOAlt1;CONG_A1;CFM A1;DISTAlt2;TIEMPOAlt2;CONG_A2;CFM A2;DISTAlt3;TIEMPOAlt3;CONG_A3;CFM A3;DISTEC;TIEMPOEC;CONGESTION;CFM EC;CHOICE
{C9734FD1-1DD2-E811-8FB7-74867AD5B714};5.7;15;2;;6.8;20;3;;5.4;22;3;;815.542.635.918.212;261.476.166.685.422;3;;4
{A7A63304-3DD2-E811-8FB7-74867AD5B714};5.8;16;3;;5.7;16;3;;6.4;17;3;;53.670.167.120.749;172.035.666.664.441;2;;4
{EC091F8D-60D2-E811-8FB7-74867AD5B714};4.9;23;3;;5.4;26;3;;4.9;28;3;;418.612.778.109.409;519.552.833.358.447;6;;4
{AC63E1E3-CCD2-E811-8FB7-74867AD5B714};4.4;13;2;;5.6;14;2;;0;0;0;;398.825.113.689.727;162.671.000.003.815;3;;1
{0221C89B-CED2-E811-8FB7-74867AD5B714};6.3;18;3;;7.4;21;3;;7.6;23;2;;625.408.258.109.686;182.935.499.986.013;1;;1
{281B2481-CFD2-E811-8FB7-74867AD5B714};3;8;1;;3;8;1;;4.6;10;1;;393.480.301.965.578;132.180.499.990.781;1;;1
{ED8107AB-D1D2-E811-8FB7-74867AD5B714};7.4;18;2;;5.9;20;3;;6.1;20;3;;593.585.378.835.139;222.861.666.639.646;2;;4
{A5F3728D-D5D2-E811-8FB7-74867AD5B714};4.3;11;2;;5.7;14;2;;5.5;14;2;;42.199.342.477.059;106.985.500.017.802;1;;1
{33AA04C6-D6D2-E811-8FB7-74867AD5B714};3.9;10;1;;4.4;12;1;;4.2;12;1;;407.525.029.408.923;134.006.000.002.225;1;;4
{09CAC4F7-D8D2-E811-8FB7-74867AD5B714};2.4;8;2;;2.4;8;1;;2.6;9;2;;246.359.452.833.276;891.083.333.492.279;1;;2
{E532C0F4-DDD2-E811-8FB7-74867AD5B714};8;19;3;;7.5;21;3;;8.4;22;3;;610.349.897.919;28.520.883.333.683;6;;4
{F58486CF-FBD2-E811-8FB7-74867AD5B714};5.7;15;2;;6.7;17;2;;6.2;18;3;;589.472.638.075.887;153.150.000.015.895;3;;4
{A0AB8BCE-96D3-E811-8FB7-74867AD5B714};5.6;16;3;;5.2;18;3;;6.5;20;3;;464.859.856.691.527;158.179.499.983.788;3;;2
{800848EE-96D3-E811-8FB7-74867AD5B714};5.6;16;3;;5.2;18;3;;6.5;20;3;;456.945.294.731.574;161.549.333.333.969;1;;2
{A77C63FA-99D3-E811-8FB7-74867AD5B714};2.5;6;1;;3.3;8;1;;3.3;8;1;;25.283.322.683.014;756.323.333.183.924;1;;1
{69766D01-9AD3-E811-8FB7-74867AD5B714};5.5;13;2;;7.3;16;3;;6.9;17;3;;48.920.643.213.181;148.771.666.646.004;1;;1
{ED0B3C26-9CD3-E811-8FB7-74867AD5B714};3.3;10;2;;3.9;9;1;;5.5;12;2;;340.458.586.628.116;135.252.166.668.574;1;;1
{D72D0A96-9CD3-E811-8FB7-74867AD5B714};4.8;11;2;;5.3;12;2;;5.7;18;3;;500.681.482.457.038;17.644.716.668.129;3;;4
{FE7B20B1-9FD3-E811-8FB7-74867AD5B714};6.3;15;1;;6.8;15;1;;6;15;2;;645.785.204.608.482;156.591.666.658.719;1;;1
{C2E8DA1B-A0D3-E811-8FB7-74867AD5B714};4.4;12;2;;3.9;13;3;;4.4;14;2;;39.205.273.310.027;128.683.333.317.439;3;;2
{C3684A6C-A2D3-E811-8FB7-74867AD5B714};4.1;11;2;;4.1;11;2;;5.2;12;2;;483.158.562.029.117;124.356.166.680.654;3;;4
{92BEDF72-A2D3-E811-8FB7-74867AD5B714};5.6;15;2;;6.7;14;2;;6.2;16;2;;442.455.194.303.919;217.278.333.346.049;2;;4
{4C2C5673-A6D3-E811-8FB7-74867AD5B714};5.5;19;2;;7.2;19;2;;7.2;20;2;;558.091.401.604.086;183.444.499.969.482;1;;1
{573FC728-A7D3-E811-8FB7-74867AD5B714};3.9;10;2;;3.6;13;3;;4;15;3;;431.924.092.731.231;159.431.166.688.601;3;;4
{04C56E00-AAD3-E811-8FB7-74867AD5B714};6.1;17;2;;5.8;17;2;;5.7;19;3;;536.099.042.527.625;173.442.666.649.818;2;;2
{CBEEDE2C-ADD3-E811-8FB7-74867AD5B714};5.4;14;2;;6.6;16;2;;6.7;19;3;;601.755.832.149.187;196.247.666.637.103;1;;4
{0C97D2B2-DCD3-E811-8FB7-74867AD5B714};7.6;21;3;;7;23;3;;7.2;23;3;;565.309.412.435.009;144.128.999.988.238;1;;4
{3B262979-60D4-E811-8FB7-74867AD5B714};5.8;14;1;;7.4;15;1;;6.7;16;2;;476.124.845.287.191;116.500.500.003.497;1;;4
{35119D9F-62D4-E811-8FB7-74867AD5B714};6.4;15;1;;6.5;14;1;;6.8;16;1;;60.618.003.980.079;13.738.399.998.347;1;;1
{8693C4FD-66D4-E811-8FB7-74867AD5B714};6.2;17;2;;7.2;19;2;;7.1;19;1;;580.596.658.606.115;162.860.500.017.802;1;;1
{A0CE2445-6AD4-E811-8FB7-74867AD5B714};4.8;14;1;;5;15;2;;5.1;15;2;;516.868.189.168.454;140.617.833.336.194;1;;4
{F51FF3E8-6CD4-E811-8FB7-74867AD5B714};3.4;13;3;;3.9;13;3;;4.3;14;3;;388.465.980.183.106;142.597.833.315.531;1;;4
{54F72912-A0D4-E811-8FB7-74867AD5B714};11.6;24;2;;8.2;27;3;;9.8;26;3;;770.884.999.009.309;301.344.000.021.617;2;;2
{50E5C004-F2D5-E811-8FB7-74867AD5B714};4.6;16;3;;5.6;20;3;;5.8;21;3;;53.944.326.450.201;269.423.833.330.472;2;;4
{30AD081B-F8D5-E811-8FB7-74867AD5B714};5.4;15;3;;5;15;3;;4.8;18;3;;440.622.572.994.384;101.679.999.987.284;2;;4
{CC448DFD-F9D5-E811-8FB7-74867AD5B714};4.4;15;3;;4.7;17;3;;5.6;17;3;;50.981.156.565.362;20.761.566.666.762;3;;4
{2AED5C67-FCD5-E811-8FB7-74867AD5B714};6.4;15;2;;5.6;16;2;;6.5;18;3;;76.710.397.827.606;163.997.166.673.342;1;;4
{4C02589A-FDD5-E811-8FB7-74867AD5B714};6;14;1;;5.4;16;2;;4.8;22;3;;515.435.063.982.563;15.855.166.665.713;1;;2
{2A8FA3E1-FFD5-E811-8FB7-74867AD5B714};6.1;15;2;;6.9;17;2;;7.2;18;3;;484.228.033.522.813;146.074.000.000.954;2;;1
{6949607A-00D6-E811-8FB7-74867AD5B714};5.6;14;2;;6.7;14;2;;6.7;18;2;;500.912.791.242.916;135.151.166.677.475;1;;4
{514E2B7D-02D6-E811-8FB7-74867AD5B714};4.8;14;2;;5.3;17;2;;6.5;18;2;;456.210.227.379.283;155.092.333.316.803;1;;1
{B286DAF7-02D6-E811-8FB7-74867AD5B714};4.8;13;2;;5.7;15;2;;7;17;3;;447.642.988.618.897;14.433.383.333.683;4;;4
{8AA81BED-04D6-E811-8FB7-74867AD5B714};5.8;15;2;;5.4;18;2;;6;19;3;;524.397.028.246.497;171.452.666.680.018;1;;2
{64557BBA-09D6-E811-8FB7-74867AD5B714};3.7;9;2;;0;0;0;;0;0;0;;368.057.878.393.072;100.606.666.684.151;1;;1
{81558B4D-29D6-E811-8FB7-74867AD5B714};11;19;1;;11.9;22;2;;10.9;24;2;;922.150.184.260.891;164.587.166.666.985;1;;1
{B780DF7F-0DD7-E811-8FB7-74867AD5B714};5.3;20;3;;5.2;19;3;;6.1;23;3;;608.561.309.108.838;409.663.833.340.009;6;;3
{F34A82BE-13D7-E811-8FB7-74867AD5B714};4.8;17;3;;7.2;17;3;;5.1;22;3;;458.881.884.209.432;193.711.666.663.488;1;;1
{650344A4-14D7-E811-8FB7-74867AD5B714};5.2;11;2;;5.9;17;3;;4.8;15;3;;459.708.356.378.862;14.566.833.337.148;2;;4
{CD7427E5-16D7-E811-8FB7-74867AD5B714};6.2;27;3;;6.4;31;3;;6.7;35;3;;647.781.469.590.991;355.462.666.670.481;6;;4
{96293207-17D7-E811-8FB7-74867AD5B714};7.2;23;3;;8.4;32;3;;9;33;3;;667.491.892.426.702;192.669.499.993.324;2;;1
{D918DCC0-1AD7-E811-8FB7-74867AD5B714};5.6;19;3;;5;20;3;;5.3;20;3;;458.633.828.633.034;181.908.333.341.281;3;;2
{3E128564-1CD7-E811-8FB7-74867AD5B714};3.4;10;2;;4.1;18;3;;0;0;0;;347.000.976.239.613;107.747.166.673.342;3;;1
{932D2E34-1ED7-E811-8FB7-74867AD5B714};3.8;12;2;;4;15;3;;5;16;3;;336.504.727.107.181;119.347.166.697.184;1;;1
{83C5893D-20D7-E811-8FB7-74867AD5B714};7.4;21;3;;8.4;24;3;;7.9;26;3;;673.501.144.267.623;204.967.166.662.216;3;;1
{1EEE8B83-20D7-E811-8FB7-74867AD5B714};5.5;17;3;;4.7;20;3;;5.9;21;3;;438.749.730.530.849;167.344.000.021.617;2;;2
{4FDFB32F-B0D7-E811-8FB7-74867AD5B714};4.3;13;2;;6.4;15;2;;6.5;16;2;;292.624.794.877.176;165.717.666.665.713;3;;1
{F4DFEB9C-CBD7-E811-8FB7-74867AD5B714};5.2;11;1;;5.3;11;1;;5.9;14;2;;554.287.908.413.932;140.272.333.343.824;4;;1
{47D17FF7-D1D7-E811-8FB7-74867AD5B714};7.2;21;3;;8.4;27;3;;8.7;27;3;;620.002.156.373.171;266.004.499.991.735;5;;1
{EDD76140-DFD7-E811-8FB7-74867AD5B714};3.5;10;2;;3.6;11;2;;4.4;12;2;;234.504.827.198.411;96.383.333.325.386;1;;2
{BE04651F-E1D7-E811-8FB7-74867AD5B714};7.9;23;2;;5.8;30;3;;6.8;30;3;;621.782.447.821.802;328.849.999.984.105;2;;4
{4BF7A619-E6D7-E811-8FB7-74867AD5B714};5.8;15;2;;6.8;18;2;;6.7;17;2;;546.507.552.295.039;126.758.333.325.386;1;;1
{13ECA564-E8D7-E811-8FB7-74867AD5B714};3;9;2;;3;14;4;;4.6;17;3;;254.612.260.750.997;118.005.499.998.728;2;;2
{03DF384B-A6D8-E811-8FB7-74867AD5B714};5.2;26;3;;5.6;29;3;;5.9;33;3;;538.568.444.871.494;259.026.000.022.888;5;;1
{83E52D59-AAD8-E811-8FB7-74867AD5B714};7.1;24;3;;6.2;29;3;;7.1;32;3;;565.713.060.662.664;336.253.333.330.154;6;;4
{EF2DBE80-60D9-E811-8FB7-74867AD5B714};3.8;14;3;;5.6;15;2;;5.3;16;1;;379.450.323.584.655;255.775.000.015.895;6;;1
{5B262F71-64D9-E811-8FB7-74867AD5B714};6.3;17;2;;6.8;21;3;;6;23;3;;637.604.840.132.392;194.450.500.011.444;2;;1
{EE07C39D-77D9-E811-8FB7-74867AD5B714};4.3;13;3;;4.2;16;3;;0;0;0;;387.855.660.099.645;158.233.333.309.491;2;;1
{8360258D-7AD9-E811-8FB7-74867AD5B714};5;19;3;;6.1;21;3;;6.4;22;3;;412.724.916.373.471;213.054.500.023.524;2;;1
{A041E803-23DA-E811-8FB7-74867AD5B714};8;17;2;;7.1;19;3;;7.2;19;2;;715.134.886.919.758;229.356.166.680.654;2;;2
{9C7AB3AE-26DA-E811-8FB7-74867AD5B714};3.6;10;1;;3.8;11;2;;4.5;13;2;;319.499.242.386.506;793.195.000.092.189;1;;4
{BD29DDF5-27DA-E811-8FB7-74867AD5B714};2.8;8;3;;3;7;2;;3.7;10;3;;301.967.999.181.809;868.023.333.549.499;4;;4
{ABD265A3-C6DB-E811-8FB7-74867AD5B714};5.8;18;3;;7.4;19;3;;6.7;23;3;;514.716.141.734.835;21.292.666.665.713;2;;4
{FE5C7831-CADB-E811-8FB7-74867AD5B714};8.2;26;3;;8.7;30;3;;9.4;32;3;;910.994.470.136.839;351.932.166.655.858;6;;4
{B687E395-CFDB-E811-8FB7-74867AD5B714};5.8;17;3;;5.8;17;2;;5.4;19;3;;558.000.488.843.938;172.694.500.009.219;5;;1
{53DFAA70-D2DB-E811-8FB7-74867AD5B714};6.6;19;3;;7.4;18;3;;6.4;23;3;;611.685.873.581.715;25.225.933.333.238;5;;4
{18C72602-3CDC-E811-8FB7-74867AD5B714};4.8;16;2;;5.2;18;2;;5.9;16;2;;564.549.274.090.123;148.357.333.342.234;5;;3
{36916848-3FDC-E811-8FB7-74867AD5B714};4.6;12;2;;5.8;13;1;;5;14;2;;47.486.110.757.439;108.340.499.997.139;3;;4
{051C17B0-41DC-E811-8FB7-74867AD5B714};6.4;17;2;;6.1;17;3;;6.3;19;3;;610.252.462.287.688;167.100.666.681.925;5;;4
{A83D77D6-44DC-E811-8FB7-74867AD5B714};2.4;6;2;;0;0;0;;0;0;0;;255.816.780.271.752;774.599.999.984.105;1;;1
{BB80EB4F-46DC-E811-8FB7-74867AD5B714};5.3;13;2;;5.9;16;3;;7.3;15;2;;586.897.318.798.678;201.607.666.651.408;2;;4
{E8512D70-49DC-E811-8FB7-74867AD5B714};6.1;18;2;;6.7;18;2;;6.2;20;2;;554.531.895.378.444;171.418.333.331.744;3;;4
{AA6A7427-7FDC-E811-8FB7-74867AD5B714};7;22;3;;7.2;24;3;;7.6;24;3;;511.087.051.002.903;196.557.166.655.858;3;;3
{DAE95EB1-89DC-E811-8FB7-74867AD5B714};5.6;17;3;;6.1;19;3;;5.8;24;3;;354.942.125.345.304;132.556.166.688.601;1;;4
{445DC354-9BDC-E811-8FB7-74867AD5B714};3.7;15;3;;4.7;15;3;;4.1;17;3;;303.554.192.053.147;121.200.000.007.947;2;;4
{EC10426F-9DDC-E811-8FB7-74867AD5B714};3.6;13;3;;3.5;13;3;;3.7;13;3;;285.795.760.692.474;948.733.333.349.228;2;;1
{2D736D0E-A2DC-E811-8FB7-74867AD5B714};6.6;23;3;;6.7;27;3;;6.5;26;3;;591.130.071.093.373;336.188.999.970.754;3;;4
{85E8BE6A-06DD-E811-8FB7-74867AD5B714};5.2;15;3;;5.9;16;3;;5.3;15;3;;463.080.525.204.337;165.272.833.307.584;4;;1
{D9161238-0FDD-E811-8FB7-74867AD5B714};7.3;16;2;;8.3;18;2;;8.4;19;2;;678.464.537.499.685;164.082.166.632.016;4;;3
{11EF8DD3-11DD-E811-8FB7-74867AD5B714};5.7;19;3;;5.9;19;3;;5.9;22;3;;636.603.958.238.424;239.391.666.650.772;2;;4
{BD39AFC1-1ADD-E811-8FB7-74867AD5B714};5.3;15;3;;5.2;13;2;;6.2;20;3;;467.847.657.137.103;129.144.999.980.927;2;;1
{F8E3D04D-2ADD-E811-8FB7-74867AD5B714};2.8;8;2;;3.1;10;3;;0;0;0;;208.372.605.017.075;513.021.666.606.267;1;;1
{14C5A5D6-2FDD-E811-8FB7-74867AD5B714};4.2;8;3;;4.5;15;3;;4.8;15;3;;400.758.480.174.602;186.805.499.990.781;2;;4
{E7EE47BF-32DD-E811-8FB7-74867AD5B714};3;9;4;;3;9;2;;4.6;11;2;;220.896.130.671.692;614.133.333.365.122;1;;1
{2C87E970-E0DD-E811-8FB7-74867AD5B714};6.6;17;2;;6.2;19;3;;6.4;23;3;;549.711.694.401.198;117.742.833.336.194;2;;1
{D9F97132-22DE-E811-8FB7-74867AD5B714};4.2;16;3;;6;18;2;;5.1;20;3;;493.732.047.897.073;168.468.333.323.797;3;;4
{6FF4A19A-26DE-E811-8FB7-74867AD5B714};2.9;11;2;;0;0;0;;0;0;0;;328.306.196.253.265;146.360.499.978.065;3;;4
{653E753C-29DE-E811-8FB7-74867AD5B714};3.5;9;2;;3.6;10;1;;4.4;11;2;;352.759.194.362.303;806.611.666.679.382;4;;1
{6FF3DFAA-2ADE-E811-8FB7-74867AD5B714};6.2;19;3;;6.6;20;3;;7.3;18;3;;580.897.486.184.733;258.637.166.659.037;6;;4
{E321BECB-2EDE-E811-8FB7-74867AD5B714};5;21;3;;0;0;0;;0;0;0;;528.631.347.739.601;309.927.166.700.363;6;;4
{A9DAA2D0-CDDE-E811-8FB7-74867AD5B714};3.4;10;2;;3.5;12;3;;3.8;14;3;;298.159.884.508.092;872.038.333.415.985;1;;4
{1CEB8473-D4DE-E811-8FB7-74867AD5B714};6.3;22;3;;6.6;25;3;;7.6;26;3;;633.638.655.798.182;266.689.500.013.987;1;;1
{93122F95-D9DE-E811-8FB7-74867AD5B714};6;17;3;;5.1;19;3;;5.4;21;3;;383.578.199.020.174;193.004.999.995.232;2;;3
{61A92AD7-DCDE-E811-8FB7-74867AD5B714};7.6;16;2;;5.4;14;2;;4.8;15;3;;435.203.180.773.807;16.711.333.334.446;2;;4
{6DB46E7C-DFDE-E811-8FB7-74867AD5B714};6.4;26;3;;6.1;35;3;;6.2;38;3;;666.345.204.344.113;442.217.166.662.216;3;;4
{D5B81369-E4DE-E811-8FB7-74867AD5B714};8.3;27;3;;8.3;29;3;;8.4;33;3;;88.789.053.071.806;342.683.833.320.936;6;;4
{A5FCB53E-EEDE-E811-8FB7-74867AD5B714};8.3;23;3;;7.8;38;3;;0;0;0;;767.473.188.046.829;305.377.166.668.574;2;;4
{D69D89B8-F2DE-E811-8FB7-74867AD5B714};4.6;19;3;;5.7;23;3;;6;24;3;;386.194.467.872.151;231.580.000.003.179;2;;4
{0F4A62A6-6EDF-E811-8FB7-74867AD5B714};3.6;10;2;;0;0;0;;0;0;0;;315.221.163.699.731;586.423.333.088.557;1;;4
{248C222D-70DF-E811-8FB7-74867AD5B714};4.3;13;2;;5.2;14;2;;4.5;15;3;;409.073.760.330.632;115.539.333.343.506;1;;4
{8731EC5E-72DF-E811-8FB7-74867AD5B714};7;16;1;;6.5;17;2;;6.6;20;2;;653.960.649.587.997;221.755.499.998.728;1;;4
{ABA9B7BC-06E2-E811-8FB7-74867AD5B714};9.6;30;3;;10.5;31;3;;10;33;3;;874.849.321.652.554;24.104.266.667.366;2;;1
{CF50D986-0AE2-E811-8FB7-74867AD5B714};5.3;15;3;;5.4;15;3;;0;0;0;;477.208.945.504.161;256.709.499.994.914;2;;4
{3B02B1F0-0EE2-E811-8FB7-74867AD5B714};4.1;15;3;;5.2;20;3;;5.2;26;3;;332.041.920.432.399;202.890.499.989.192;3;;1
{0C1D8C2A-12E2-E811-8FB7-74867AD5B714};5.7;23;3;;5.4;30;3;;5.7;34;3;;518.778.293.730.232;708.360.499.978.066;6;;3
{16920B97-86E2-E811-8FB7-74867AD5B714};5.7;20;3;;5.8;22;3;;6.4;22;3;;639.574.423.991.573;267.703.833.301.862;6;;4
{9756B2B2-8AE2-E811-8FB7-74867AD5B714};3.6;14;2;;3.7;14;3;;4.1;14;3;;36.732.394.649.253;186.679.499.983.788;2;;4
{90244FAC-8DE2-E811-8FB7-74867AD5B714};5.9;14;2;;5.8;14;2;;5.5;13;3;;466.913.890.251.942;12.368.833.331.267;4;;4
{80300F0C-90E2-E811-8FB7-74867AD5B714};6.9;17;2;;6.8;17;2;;6.8;18;2;;711.844.985.127.695;188.272.833.347.321;6;;3
{DFA93A62-93E2-E811-8FB7-74867AD5B714};5.5;17;3;;7.8;18;2;;7.1;23;3;;551.956.828.469.731;202.942.833.304.405;4;;4
{1CF86FD7-96E2-E811-8FB7-74867AD5B714};6.7;17;2;;6.9;20;3;;7.3;21;3;;708.514.356.867.066;206.709.999.998.411;4;;4
{FE9BE6FE-99E2-E811-8FB7-74867AD5B714};4.6;17;3;;4.6;16;2;;4.8;22;3;;480.784.723.425.771;187.361.666.679.382;2;;1
{C0E06776-9DE2-E811-8FB7-74867AD5B714};5.7;16;2;;6.7;19;2;;7.4;21;3;;570.876.401.059.282;166.514.999.985.695;4;;1
{4C90677E-E1E2-E811-8FB7-74867AD5B714};4.2;13;2;;4.2;13;2;;5.4;17;3;;372.626.720.054.955;132.605.000.019.073;1;;4
{97B6A3B9-E3E2-E811-8FB7-74867AD5B714};3.3;11;2;;4.5;15;3;;4.4;14;3;;399.237.313.908.985;19.442.733.335.495;2;;4
{2BB769CE-E6E2-E811-8FB7-74867AD5B714};4;11;2;;3.9;11;2;;4.6;13;3;;389.067.979.239.141;10.582.333.334.287;1;;2
{C5D4358E-E8E2-E811-8FB7-74867AD5B714};4.3;17;3;;3.7;20;3;;4.7;22;3;;361.181.830.461.217;208.276.666.641.235;3;;2
{102924FF-74E3-E811-8FB7-74867AD5B714};4.2;14;2;;5.1;18;2;;6;16;2;;354.738.638.044.935;140.485.500.017.802;1;;4
{9714F89A-77E3-E811-8FB7-74867AD5B714};7.1;21;3;;6.9;28;3;;6.4;30;3;;609.304.543.237.046;348.774.500.012.398;3;;4
{3790BFE2-7CE3-E811-8FB7-74867AD5B714};5;17;3;;5.9;20;3;;5.5;20;3;;463.779.314.741.114;149.566.166.679.064;2;;4
{E67B3B86-A1E3-E811-8FB7-74867AD5B714};7.9;18;2;;7.8;20;3;;8.5;29;3;;908.545.834.301.329;199.940.500.020.981;2;;1
{A19B5221-A5E3-E811-8FB7-74867AD5B714};2.5;10;3;;2.8;9;2;;2.6;12;3;;233.435.576.704.025;120.550.666.650.136;4;;1
{6C4E58BF-A7E3-E811-8FB7-74867AD5B714};4;11;2;;3.9;10;2;;4.6;11;2;;484.453.258.346.274;17.967.616.669.337;3;;4
{E169F7E6-AAE3-E811-8FB7-74867AD5B714};4.5;17;3;;4.7;17;3;;3.7;21;3;;350.111.781.858.289;197.058.333.317.439;2;;4
{807822D3-22E4-E811-8FB7-74867AD5B714};6.6;17;3;;6.2;18;3;;8.2;21;2;;576.471.081.136.373;161.790.666.659.673;2;;4
{7DC817C9-35E4-E811-8FB7-74867AD5B714};7.4;18;2;;7.3;17;2;;8;20;3;;653.910.558.443.523;260.719.999.988.874;3;;2
{5436C601-3AE4-E811-8FB7-74867AD5B714};6.3;16;2;;6.8;17;2;;6;19;3;;563.147.195.454.446;218.766.166.687.012;4;;4
{B21F28E7-3EE4-E811-8FB7-74867AD5B714};9.2;26;3;;9.3;28;3;;9.5;31;3;;9.029.281.125.522;267.045.500.000.318;6;;4
{D9845004-43E4-E811-8FB7-74867AD5B714};6.3;19;3;;6.8;24;3;;7.1;24;3;;606.947.837.241.627;23.795.950.003.465;3;;4
{DDF987D7-46E4-E811-8FB7-74867AD5B714};5.1;15;3;;4.5;19;3;;4.7;19;3;;487.373.613.376.537;200.161.666.631.699;6;;1
{0D4FE76E-4AE4-E811-8FB7-74867AD5B714};7.3;21;3;;6.9;20;3;;7.8;22;3;;72.701.031.829.413;24.201.166.665.554;2;;4
{500E8979-4CE4-E811-8FB7-74867AD5B714};7.6;23;3;;7.8;26;2;;11.4;28;3;;779.009.744.525.161;262.917.833.328.247;2;;1
{D2B032E0-F5E4-E811-8FB7-74867AD5B714};5.8;13;1;;6.5;15;2;;6.7;15;2;;60.345.151.840.793;173.694.500.009.219;1;;4
{F335C703-FBE4-E811-8FB7-74867AD5B714};3.6;9;2;;4.1;14;3;;3.6;17;3;;327.431.848.157.703;822.366.666.793.823;1;;1
{0D5CB44F-00E5-E811-8FB7-74867AD5B714};1.8;5;4;;0;0;0;;0;0;0;;202.278.372.741.952;432.483.333.349.228;1;;4
{4D0F0833-12E5-E811-8FB7-74867AD5B714};4;12;3;;4.3;13;3;;4.8;13;2;;418.896.493.236.783;136.909.500.002.861;2;;4
{5E9CC871-20E5-E811-8FB7-74867AD5B714};7.5;28;3;;5.6;30;3;;5.5;32;3;;519.121.817.331.661;258.201.666.673.024;6;;4
{3CFD12ED-BAE6-E811-8FB7-74867AD5B714};3;8;4;;3;8;1;;4.6;10;1;;355.656.446.810.794;1.032.600.000.302;4;;1
{97D74616-3CE7-E811-8FB7-74867AD5B714};5.8;21;3;;5.4;22;3;;6.8;23;3;;679.742.402.157.602;336.543.333.331.744;6;;4
{796CB5BA-41E7-E811-8FB7-74867AD5B714};4.3;15;3;;5.1;14;3;;4.4;16;3;;428.122.646.266.636;219.643.833.319.346;2;;4
{9E88E04A-45E7-E811-8FB7-74867AD5B714};6.9;15;2;;7;19;3;;7.1;19;3;;664.791.897.101.758;163.150.000.015.895;4;;4
{C36E0B2A-48E7-E811-8FB7-74867AD5B714};6.4;16;2;;5.6;16;2;;6.5;20;3;;486.957.782.410.663;150.399.999.976.158;4;;4
{8E1A1FA9-4AE7-E811-8FB7-74867AD5B714};6.3;15;2;;0;0;0;;0;0;0;;580.651.329.126.991;264.419.000.029.564;6;;4
{CD9B73BA-4EE7-E811-8FB7-74867AD5B714};3.9;10;2;;3.6;10;2;;3.6;11;2;;365.369.159.917.094;125.985.499.978.065;2;;4
{14ECDC53-57E7-E811-8FB7-74867AD5B714};5.8;15;3;;5.6;17;3;;7.4;18;3;;315.650.373.100.609;181.158.333.301.544;2;;4
{97A18E61-4DE8-E811-8FB7-74867AD5B714};6.4;17;3;;5.7;19;3;;5.8;22;3;;528.911.234.443.097;191.113.833.347.956;3;;2
{08C503A7-58E8-E811-8FB7-74867AD5B714};4.9;18;3;;0;0;0;;0;0;0;;437.178.317.857.192;196.127.166.668.574;2;;4
{B31E7E01-5BE8-E811-8FB7-74867AD5B714};3.7;15;3;;4;21;3;;5.5;20;3;;401.281.219.328.497;139.730.000.019.073;2;;4
{33DEF5A1-5DE8-E811-8FB7-74867AD5B714};6.4;29;3;;6.3;30;3;;6.7;30;3;;600.751.792.225.942;397.268.333.355.586;6;;4
{153C09B2-78E8-E811-8FB7-74867AD5B714};7;20;3;;7.8;23;2;;8.4;29;3;;50.934.231.312.904;157.068.833.311.399;1;;1
{FDC01CA6-F4E8-E811-8FB7-74867AD5B714};6.1;19;2;;5.9;20;2;;6.3;21;2;;660.961.747.733.761;214.956.166.664.759;4;;4
{F2878262-F8E8-E811-8FB7-74867AD5B714};2.9;10;2;;0;0;0;;0;0;0;;382.725.630.260.466;169.774.333.318.075;2;;4
{4FBD7528-FBE8-E811-8FB7-74867AD5B714};5.5;17;3;;6.1;21;3;;7.2;26;3;;462.833.208.804.925;158.730.666.677.157;2;;1
{A8DCC5C0-FDE8-E811-8FB7-74867AD5B714};6.6;21;3;;0;0;0;;0;0;0;;638.488.127.300.545;330.428.333.322.207;4;;4
{348884D4-02E9-E811-8FB7-74867AD5B714};6.3;17;2;;5.2;20;3;;5.7;20;3;;461.121.818.511.702;245.118.333.339.691;6;;2
{EFEFBCA8-06E9-E811-8FB7-74867AD5B714};9.3;21;2;;0;0;0;;0;0;0;;833.966.518.322.624;29.827.999.997.139;3;;4
{9CD80A00-99E9-E811-8FB7-74867AD5B714};4.9;18;3;;5.9;20;3;;6.1;21;3;;497.931.249.089.494;221.961.666.663.488;3;;1
{0E9A8C89-9CE9-E811-8FB7-74867AD5B714};6.6;20;3;;6.7;20;3;;8.1;23;2;;624.646.435.179.677;214.881.000.002.225;3;;1
{BB9B2829-A0E9-E811-8FB7-74867AD5B714};5.3;15;2;;6.2;15;2;;5.6;17;3;;541.640.033.387.919;15.598.766.664.664;4;;1
{49B01ED5-A3E9-E811-8FB7-74867AD5B714};4.8;14;2;;0;0;0;;0;0;0;;776.982.445.892.784;280.517.166.654.269;4;;4
{99B31F4B-A8E9-E811-8FB7-74867AD5B714};4.3;14;3;;4.2;17;3;;4.4;18;3;;400.718.270.429.793;212.267.833.312.353;6;;4
{A301CFAF-ABE9-E811-8FB7-74867AD5B714};6.2;15;2;;6.7;14;1;;5.7;14;2;;576.195.302.000.087;159.128.833.333.651;4;;4
{B0AD4DBE-F4EB-E811-8FB7-74867AD5B714};5.3;15;3;;5.3;18;3;;6.2;20;3;;637.865.909.309.621;216.992.166.678.111;6;;1
{B759BE4B-F8EB-E811-8FB7-74867AD5B714};5.6;15;2;2;6.1;19;3;4;6;20;3;3;588.810.177.281.286;139.858.333.349.228;4;2;4
{47212798-FAEB-E811-8FB7-74867AD5B714};5.2;16;2;4;7.5;21;3;3;0;0;0;;79.856.613.284.706;188.832.833.329.837;4;4;1
