"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4"
"gamma_SININFO",2.20422508706171e-09,1.5333128568318e-09,6.10991678878121e-09,1.06988690616317e-07,1.81055251234528e-08,7.61554110169322e-09,8.83862237847527e-08,1.97683630014091e-08,2.1522584659228e-07,1.10425733990473e-07,7.00604969271239e-08,7.89661778350216e-09,4.68473659345452e-09,4.06981436307625e-08,1.56975598670011e-07,-3.50145741865273e-15,-129.086104901786,-200.55759654306,-47.9079180990539,-239.309171441706,-6.20325188920121,-2.30726955184004,-5.76121745713116,4.76165557595514,7.69062708946645,5.28116168956233,1.83423136728242,0.494509030366133,8.76201028952388,3.58168039032827,0.777388896289082,0.514993823160154,7.36210428909028,3.26793362829806,1.22696136023852,0.612258181565161,8.5858027000564,4.28514949185375,3.03971901296693,0.753579336527623
"zeta_FRbr",9.67770962087901e-11,-1.19387710439296e-11,2.68633131652753e-10,4.70732084050241e-09,-6.99167680321076e-11,3.67636950232831e-10,1.6975441013331e-09,-7.12926006590325e-11,8.69864866251724e-09,4.85506204105209e-09,1.41579229059188e-09,-3.1021234508099e-11,1.89361716496832e-10,1.6450595162105e-09,6.90169564391675e-09,3.29795531695577e-15,-5.4903493592773,-8.34905187432363,-2.69762121793007,-6.20325188920121,-24.8685262154052,8.92579831216773,10.9063884506683,6.39337668389621,-2.44807727793187,6.83565881995744,8.00877947138567,4.11883401048226,-0.388520766971988,-3.31596207114909,-2.11474927674964,-1.08308655353574,0.172816592441095,-4.02276001853899,-3.08391123131269,-1.14209581111975,0.433140526644416,-1.10045392103085,-2.57504813321268,-1.38155232945791
"zeta_EnfCond",3.84672182149104e-10,1.16801455397672e-10,1.02209702657239e-09,8.57227773586179e-09,1.51435711875462e-09,1.46128886341858e-09,3.22436161682152e-09,-1.3573173629467e-10,3.45755731322312e-08,-8.24703253597305e-10,2.69334629002579e-09,-5.90603489693066e-11,7.52132119744754e-10,6.53405292012549e-09,1.19561240083799e-08,-1.52898366555654e-14,-1.3421783518472,-4.59804386333713,-2.54138945958353,-2.30726955184004,8.92579831216773,-48.0693224038176,8.30174166143407,6.00940232579621,0.597665981761012,-2.70111678171394,-2.69724309380222,-1.54729796986019,-3.30253212431108,15.0134158474155,10.2870402118681,5.91687656838966,0.345087485500556,-2.56611787310283,-2.38433439588493,-0.962734458777305,1.00008377437187,-0.773501091898435,-1.81397977706781,-1.16750449007157
"zeta_AFrSem",2.22871295313905e-13,-9.98291997982700e-12,2.26943584198977e-10,1.90336207841164e-09,-5.80102200843492e-11,3.10149105661381e-10,1.57241019734947e-09,9.05705576949939e-13,9.87725928384336e-12,-3.53804893891952e-10,1.1927376208887e-09,-2.57446488723564e-11,-1.38002230086129e-11,1.86458526088254e-12,5.31098207740264e-09,-7.16482614805074e-15,-5.24952978990742,-9.18605848958968,-3.87936728463464,-5.76121745713116,10.9063884506683,8.30174166143407,-18.7639120596048,5.26236350857758,0.452500796271938,-2.84132040246901,-4.13776950563451,-1.72193575581617,-0.0683438355239187,-2.54646837689252,-1.9482183404704,-1.07155996725876,-1.22044408036645,5.96667981615151,4.8814626619404,2.38081693124052,0.302349335643388,-0.664517126942865,-2.10177385088181,-1.37762909901372
"zeta_CulFr",5.89159219252797e-10,1.96568514794272e-10,1.63428556829717e-09,1.37066739131944e-08,2.31789014373486e-09,2.23659751418936e-09,4.94283512072451e-09,-2.07618773408036e-10,5.29200550358079e-08,-1.24171748916868e-09,4.1224459444569e-09,2.02263250240242e-15,1.1519535483649e-09,1.00007921867387e-08,2.01241339655842e-08,5.16626225994851e-15,1.21525675948491,2.60588117573592,-0.154764637120007,4.76165557595514,6.39337668389621,6.00940232579621,5.26236350857758,-65.6785680667109,1.0875858956686,-2.08850182572429,-1.78379429616337,-1.06049768354306,1.42998427755171,-1.5313587371897,-1.22407438969928,-0.656869592151833,0.699328924630921,-1.62202677866275,-1.51255332690723,-0.608554342279832,-16.3507959240662,6.95113626808572,19.7831567973581,12.6082525509676
"tau_FRbr_1",7.83632002126909e-13,5.36556586943515e-13,1.70902209634324e-09,1.43334679241864e-08,4.64944127924385e-09,4.48313773921673e-09,1.08711001920418e-08,6.47864960463818e-12,-3.99204509590963e-13,7.87234506376192e-11,8.99560043940171e-09,2.81899351016777e-12,1.2030208016122e-09,1.04511532144523e-08,4.3907889809295e-08,-1.08996823509347e-16,5.46634658732864,7.43380489366915,1.27405259971146,7.69062708946645,-2.44807727793187,0.597665981761012,0.452500796271938,1.0875858956686,-13.5989428856122,1.20436651581276,1.50614084902655e-10,2.2246631345389e-13,4.0172742542026,0.763554894549836,0.0230092647597534,0.000672645332646935,5.22216196995253,0.295410633184623,0.0052019365709344,7.54453687050103e-06,2.00208257216935,1.97830207946723,0.705815027719199,0.0366054477033422
"tau_FRbr_2",1.00634596268892e-10,-1.2298408033495e-11,2.79341906762567e-10,4.89136319537791e-09,8.26620475655656e-10,7.97619060306016e-10,1.76544768362906e-09,-7.28629431922032e-11,9.85253418885608e-09,5.04156442491834e-09,1.47017247053598e-09,-3.22064407185569e-11,1.96909209852464e-10,1.86068068184149e-09,1.43533674375592e-08,6.31564114553185e-15,3.3112767092342,5.25034646503218,1.06240403173962,5.28116168956233,6.83565881995744,-2.70111678171394,-2.84132040246901,-2.08850182572429,1.20436651581276,-21.9347610341636,11.8302843831353,-1.222727191169e-12,1.41759316094955,2.22914636478478,0.335427053607509,0.0155267315092731,0.977979749252664,2.22746940630008,0.565680879225216,0.00233345073411733,0.213351784472311,1.53286651202752,1.55331275034275,0.165587991738409
"tau_FRbr_3",8.02416235171253e-11,5.08373567834549e-11,4.65009916512915e-10,1.8680652059404e-09,6.60029959892141e-10,6.09189481281044e-10,1.5432504308857e-09,7.20636410746542e-10,7.20233111025982e-09,4.019923626118e-09,1.27699573523568e-09,2.87867069109462e-10,1.56788182139759e-10,1.48361669708811e-09,5.21188211107434e-09,1.52036534816795e-14,1.40360481285991,2.18616126147815,0.695696287405577,1.83423136728242,8.00877947138567,-2.69724309380222,-4.13776950563451,-1.78379429616337,1.50614084902655e-10,11.8302843831353,-18.0331308535405,0.326644659524975,0.134152222969385,1.04514321627348,0.718472380316549,0.155990293659543,0.0344760129044244,1.93299212601446,1.21035470606346,0.0627446274838355,0.0243785627956236,0.296837582674689,0.771381185650272,0.338561776912083
"tau_FRbr_4",8.8472680426044e-11,-2.54710815922439e-12,2.4558041030843e-10,2.05967100588364e-09,3.48324994010499e-10,3.35863501267433e-10,8.15572365432229e-10,-3.06669369113448e-11,3.80628807187193e-09,-1.83382471816669e-10,6.18645186188711e-10,2.13401214843573e-13,1.72870414025303e-10,7.18828876808892e-10,6.30941737860454e-09,7.81708959664004e-16,1.00985228472157,1.34062031957696,0.393916204495793,0.494509030366133,4.11883401048226,-1.54729796986019,-1.72193575581617,-1.06049768354306,2.2246631345389e-13,-1.222727191169e-12,0.326644659524975,-2.20619338760524,0.00193951697504412,0.0565609837892572,0.359279470530022,0.406510457570973,0.000125638265596464,0.0262130182365023,0.328029572051768,0.498565127946415,0.000303395618814602,0.00286373725761442,0.169159066492374,0.378290375823651
"tau_EnfCond_1",9.21648472994278e-10,6.41117187116791e-10,2.55440044403979e-09,2.14235956591516e-08,7.5704365350437e-09,3.49578363895138e-09,1.77255039442761e-08,-7.31836465538144e-10,8.25873057076987e-08,-4.37621749828926e-09,1.47609204922658e-08,3.30135062774164e-09,1.80084146905331e-09,1.71513111351707e-08,6.57272183235569e-08,1.99558210756149e-15,5.96019801098413,8.65932063269077,1.34505426986081,8.76201028952388,-0.388520766971988,-3.30253212431108,-0.0683438355239187,1.42998427755171,4.0172742542026,1.41759316094955,0.134152222969385,0.00193951697504412,-32.1396531549342,3.89215955544292,3.61612158612856e-10,-4.39772047169159e-11,4.04229285825587,0.5758210525027,0.0290417717042722,0.000391262344074314,2.38192326746814,2.00381079147735,0.890729164919366,0.0602291786451951
"tau_EnfCond_2",1.67191889653763e-10,9.73961229860948e-11,4.64683609638771e-10,7.7843203039319e-09,1.26257523636604e-09,5.83098196946883e-10,5.90399897348391e-09,1.26558881423088e-09,1.50277575775489e-08,7.700455889628e-09,4.68817329549385e-09,5.99800994336533e-10,3.00340456884371e-10,2.83803708688481e-09,1.09617940027917e-08,2.19857863795699e-14,2.31108077026722,3.82321792863871,0.90778710478213,3.58168039032827,-3.31596207114909,15.0134158474155,-2.54646837689252,-1.5313587371897,0.763554894549836,2.22914636478478,1.04514321627348,0.0565609837892572,3.89215955544292,-43.0221934763463,21.1889368328146,4.11004820657089e-11,0.798484668728956,1.68391321445541,0.593277945171226,0.0195737532736185,0.165469815985555,0.988506853343659,1.12240589877795,0.196271214483604
"tau_EnfCond_3",1.18170978352215e-10,-1.45810304003906e-11,6.85354183106889e-10,2.50523546600172e-09,9.72020982222451e-10,9.37937947939847e-10,2.06962056333137e-09,-8.7086507317649e-11,-9.49355934914347e-10,-5.20845087077363e-10,1.72876495553829e-09,-3.78917797780739e-11,2.31221697900566e-10,-1.76489185644694e-10,7.67431060631036e-09,-2.75664081508676e-15,0.495564766480016,0.918818542191701,0.378684788045094,0.777388896289082,-2.11474927674964,10.2870402118681,-1.9482183404704,-1.22407438969928,0.0230092647597534,0.335427053607509,0.718472380316549,0.359279470530022,3.61612158612856e-10,21.1889368328146,-30.6272400647725,2.58980387789413,0.0224062345984564,0.462043057857118,0.789649191943752,0.16506890249082,0.00958675897415888,0.0929376088278508,0.368132217973297,0.300222737879735
"tau_EnfCond_4",1.04704897095249e-13,-9.04750732509025e-12,2.23831633144458e-10,2.4513388668265e-12,-5.34018390133789e-11,2.81228656824838e-10,-1.2305174966825e-10,-5.36017141056917e-11,9.42648222968386e-12,-3.25698337347699e-10,-9.51106478115876e-11,-2.33223920317292e-11,1.44854417349937e-10,1.36879801289069e-09,-9.27378261660937e-10,3.98912694163287e-15,0.336624270483603,0.791816948237296,0.483793232080226,0.514993823160154,-1.08308655353574,5.91687656838966,-1.07155996725876,-0.656869592151833,0.000672645332646935,0.0155267315092731,0.155990293659543,0.406510457570973,-4.39772047169159e-11,4.11004820657089e-11,2.58980387789413,-5.4217608696071,0.00086645096435908,0.0397266563530372,0.233052205140104,0.270757845455031,0.00047597121598649,0.00408277556633555,0.118872960691004,0.225399019545862
