"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Cong","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
1.74105404741219,0.694051704986991,2.18350305883582,1.36156493677657,-0.708907889068355,-0.176341109066884,0.162131568500269,-0.197325782527481,-1.38832309959407,-0.836898645292184,-0.0750879871030226,0.0234296635336885,0.21698009036457,-0.493626917622116,-0.288970529036895,-298.331249061804
2.08576885560258,0.876933090330361,2.39100053398235,1.22129047852833,-0.353362587118664,-0.229663319737098,0.329450377998902,-0.171351299459409,-1.60686499902393,-1.00141859397787,-0.269313209462455,0.0445503216929961,0.175275085068518,-0.616868326790554,-0.201776131734232,-295.846041088439
2.31126771877559,1.08050756122471,2.27968660816504,1.34478537352289,-0.463886630516635,-0.186677513839333,0.342919499952178,-0.33734552576198,-1.76828830037801,-0.599504695923559,-0.27699270887044,-0.116165834942633,0.0817433605233912,-0.556210032323705,0.0224090369920956,-295.25293514883
2.31828709294982,1.10268455539715,2.0868891634012,1.53948073126908,-0.564439829642383,-0.299029827099657,0.327882693400129,-0.409831076364107,-1.88043564638932,-0.613650401724491,-0.329839625790273,0.0716830444251468,0.154740932291987,-0.413450340949827,0.0800681470174784,-294.584181482191
2.23995536405985,1.06987779439778,1.96233690963396,1.72866882916131,-0.546161325928501,-0.418144437849795,0.329367748313461,-0.332100361005896,-2.04859324058022,-0.75270856049169,-0.347461382551062,-0.0935332207066528,0.20458988734497,-0.380392880363179,0.120451561411033,-294.121744233146
2.19781915303584,1.0690386929491,2.0460371252426,1.67566935278387,-0.521295386022239,-0.402560055343981,0.331808066648637,-0.311033970230776,-2.15779148338805,-0.746556252187416,-0.367307085434864,-0.0372980181624872,0.147328566158881,-0.434826831328688,0.0943632014325754,-293.766538623496
2.19824984426101,1.09703924743166,2.13649790397616,1.58290777514685,-0.468026154082671,-0.36879163307084,0.340181852737115,-0.400779460726587,-2.23790502041648,-0.745620550419295,-0.374191901411432,-0.0452223210990881,0.241353780498356,-0.39655887649422,0.00707437442726459,-293.674701309434
2.21024049863358,1.11228205395684,2.16141197171981,1.57418585702755,-0.47323754816804,-0.361748400335981,0.336885047950961,-0.357190981458973,-2.26612590509761,-0.739456045874968,-0.38006566853874,-0.0293376924447179,0.245030031505383,-0.400430933567099,0.0018273456424154,-293.615217008563
2.21559984708928,1.09758885363179,2.20920367422061,1.58611505129575,-0.479880192150973,-0.358376456173508,0.338791124295285,-0.374989237494695,-2.32785170652109,-0.765052222703663,-0.385958882526884,-0.00136247334047999,0.180562162943108,-0.457359745367437,0.0146007331974684,-293.530228850021
2.22399189824483,1.1040671999469,2.21369820904904,1.58715608145394,-0.477728083315386,-0.357291951851641,0.340009712873679,-0.366293651883489,-2.35976521740415,-0.76783029281449,-0.382253042315511,0.000182682786408053,0.158316658020739,-0.441352690123511,0.0044538790152706,-293.51899144865
2.23185832014198,1.11100642716535,2.22083538412438,1.58428050790732,-0.484397791361809,-0.353985710128609,0.338282356685768,-0.35168740564312,-2.41744500307264,-0.765117614937744,-0.386009527696715,0.00433008380311726,0.165167966529406,-0.449882307565797,0.0137212032212838,-293.502801992916
2.25222647112336,1.12512570132432,2.23548234670497,1.59225315912525,-0.49034250435364,-0.352404546962798,0.337948623804526,-0.340801630114906,-2.49795726581322,-0.766626744744384,-0.390137395748688,0.00266627100744755,0.167294451552275,-0.451540110512615,0.0186403584386689,-293.494353612353
2.25283039856671,1.1252342519233,2.23392044310579,1.59152455412326,-0.490498220914964,-0.352450440494859,0.338087940664294,-0.343527361847878,-2.51796675154674,-0.766712443616789,-0.389713516734511,0.00110792514033018,0.16853085910627,-0.450572892193021,0.019682069907979,-293.49404234153
2.25393080913595,1.12575027500905,2.2344598830757,1.59314677135991,-0.490331378101485,-0.352847164004467,0.338246312961343,-0.344735751067804,-2.51915727044081,-0.767073452599862,-0.389930874126544,3.52965841968226e-05,0.169064058910167,-0.450186613725673,0.0193890725271799,-293.494015076381
2.2537284376107,1.12560179827033,2.23425061954258,1.59295881543406,-0.490304408591343,-0.352828513786452,0.338244666649164,-0.344821122209679,-2.51898595973825,-0.767042506497363,-0.389866962870004,5.51780213799418e-05,0.169055656652033,-0.450151393490973,0.0193956609502998,-293.494014625546
