"ViajesId"	"Dia"	"AM/PM"	"HoraPico/Valle"	"Clima"	"Congestion"	"Pavimento"	"Incidente"	"Alt1_Distancia"	"Alt1_Tiempo"	"Alt1_Velocidad"	"Alt2_Distancia"	"Alt2_Tiempo"	"Alt2_Velocidad"	"Alt3_Distancia"	"Alt3_Tiempo"	"Alt3_Velocidad"	"Alt4_Distancia"	"Alt4_Tiempo"	"Alt4_VelPromedio"	"Alt4_VelTotal"	"Costo"	"Choice"
"300"	300	3	1	2	1	4	1	1	5.5	17	19.4117647058824	7.8	18	26	7.1	23	18.5217391304348	5.51956828469731	20.2942833304405	21.8873353776154	16.3185903975773	10700	4
"301"	301	1	2	2	1	3	1	1	4.9	12	24.5	6	13	27.6923076923077	5.6	17	19.7647058823529	1.42683053980969	15.4101166645686	19.1751534692702	5.55543051698097	9900	3
"302"	302	4	2	1	1	2	1	1	4.5	17	15.8823529411765	4.7	17	16.5882352941176	3.7	21	10.5714285714286	3.50111781858289	19.7058333317439	14.379155982241	10.6601464438745	8000	4
"303"	303	5	2	1	1	3	1	1	3.2	13	14.7692307692308	3.8	17	13.4117647058824	NA	NA	NA	3.14818685564517	40.9307166695595	29.3232348445643	4.61490114780204	8200	4
"304"	304	4	2	1	1	6	1	1	5	21	14.2857142857143	0	0	0	0	0	0	5.28631347739601	30.9927166700363	16.6030754354477	10.233978906096	11509	4
"305"	305	4	1	2	1	6	1	2	8	19	25.2631578947368	7.5	21	21.4285714285714	8.4	22	22.9090909090909	6.10349897919	28.520883333683	15.8384968707122	12.8400629975899	12000	4
"306"	306	3	2	2	2	2	2	1	4.6	14	19.7142857142857	5.7	18	19	5.8	17	20.4705882352941	4.28116870721967	13.019883330663	24.9136080055729	19.7290648394849	8500	1
"307"	307	4	2	2	1	2	1	1	7.9	18	26.3333333333333	7.8	20	23.4	8.5	29	17.5862068965517	7.98157918712705	19.9940500020981	30.3835878366452	23.9518632381819	13800	1
"308"	308	3	2	2	1	1	1	1	3	9	20	3	9	20	4.6	11	25.0909090909091	2.15661219606871	6.14133333365122	40.9297424322843	21.0698108593288	6800	1
"309"	309	3	2	2	1	1	1	1	10.4	19	32.8421052631579	11.2	20	33.6	11.3	25	27.12	10.1252439433842	16.2635999997457	41.4019187209483	37.3542534624899	17000	2
"310"	310	2	1	1	1	3	1	1	6.1	18	20.3333333333333	6.7	18	22.3333333333333	6.2	20	18.6	5.50827636938893	17.1418333331744	24.2755914636466	19.2801187445762	10600	4
"311"	311	5	1	2	1	2	1	1	6.6	16	24.75	7.3	23	19.0434782608696	8.9	24	22.25	6.08171515769023	20.3526666680972	21.3105649543166	17.9289974828409	12000	1
"312"	312	3	2	2	1	1	1	1	5.1	12	25.5	4.9	13	22.6153846153846	4.6	14	19.7142857142857	4.7309125729437	11.8762666662534	33.2389960284248	23.9010088231851	9500	2
"313"	313	3	2	1	2	6	2	1	4.9	23	12.7826086956522	5.4	26	12.4615384615385	4.9	28	10.5	3.62910188254164	51.9552833358447	12.8868823988782	4.19102926539662	16000	4
"314"	314	2	2	1	2	2	1	1	3.6	13	16.6153846153846	3.5	13	16.1538461538462	3.7	13	17.0769230769231	2.85795760692474	9.48733333349228	22.2240890097336	18.0743577133664	7000	1
"315"	315	5	1	1	1	1	1	1	3.3	10	19.8	3.9	9	26	5.5	12	27.5	3.40458586628116	13.5252166668574	21.164393094261	15.1032813010258	7800	1
"316"	316	1	2	2	2	6	1	1	6.7	24	16.75	5.8	25	13.92	6.1	27	13.5555555555556	5.14262984380534	30.9077166676521	15.8177909789991	9.98319591014162	11700	2
"317"	317	4	1	1	1	2	1	1	7.4	18	24.6666666666667	5.9	20	17.7	6.1	20	18.3	5.69849874398704	22.2861666639646	25.5443843543376	15.3418005794631	11200	4
"318"	318	3	2	1	1	1	1	1	3.5	10	21	3.6	11	19.6363636363636	4.4	12	22	2.34504827198411	9.6383333325386	19.650266757993	14.5982600377639	8000	2
"319"	319	5	2	1	1	2	1	1	4.3	13	19.8461538461538	4.2	16	15.75	0	0	0	3.49035569624868	15.8233333309491	23.4154422081463	13.2349699898763	8400	1
"320"	320	2	1	2	1	1	1	1	6.3	20	18.9	8.2	23	21.3913043478261	0	0	0	6.09240035980642	19.7797666668892	24.4919085544069	18.4807044362306	11500	1
"321"	321	4	1	2	1	1	1	1	6.3	15	25.2	6	17	21.1764705882353	6.8	18	22.6666666666667	6.46848191184368	16.7752333323161	30.2163873136121	23.1358280998072	12000	1
"322"	322	4	2	2	1	2	1	1	5.4	11	29.4545454545455	5.3	13	24.4615384615385	6.2	14	26.5714285714286	4.04849241745977	10.9874333341916	31.3105722910907	22.107942561224	10000	1
"323"	323	5	2	2	1	6	2	1	3.8	14	16.2857142857143	5.6	15	22.4	5.3	16	19.875	3.40403837599837	25.5775000015895	16.0785281737085	7.98523321463043	8500	1
"324"	324	4	2	2	1	3	1	2	9.3	21	26.5714285714286	0	0	0	0	0	0	8.31348843187889	29.827999997139	28.7570061907621	16.7228545648578	16000	4
"325"	325	2	2	1	1	1	1	1	6.4	14	27.4285714285714	6.8	16	25.5	7.8	16	29.25	6.25353132217077	11.774066666762	40.1831126287874	31.8676537130083	11500	4
"326"	326	4	2	2	1	2	1	1	2.9	10	17.4	0	0	0	0	0	0	3.82725630260466	16.9774333318075	18.1896448101586	13.5259184158335	8300	4
"327"	327	6	1	2	1	1	1	1	3.6	9	24	4.1	14	17.5714285714286	3.6	17	12.7058823529412	3.27431848157703	8.22366666793823	33.3262919697375	23.8894786021132	7600	1
"328"	328	2	2	1	2	1	1	1	4.8	17	16.9411764705882	7.2	17	25.4117647058824	5.1	22	13.9090909090909	4.43718858901591	19.3711666663488	25.0321102110335	13.7436902963334	10200	1
"329"	329	3	2	2	1	4	1	1	5.2	11	28.3636363636364	5.3	11	28.9090909090909	5.9	14	25.2857142857143	5.54287908413932	14.0272333343824	35.3524790336488	23.7090762747337	10600	1
"330"	330	6	1	2	1	1	1	1	3.4	13	15.6923076923077	3.9	13	18	4.3	14	18.4285714285714	3.21280551119367	14.2597833315531	23.3040415252526	13.5183211546472	8000	4
"331"	331	4	2	2	2	3	1	1	5.7	15	22.8	6.7	17	23.6470588235294	6.2	18	20.6666666666667	5.89472638075887	15.3150000015895	25.8263797180517	23.0939329290777	11100	4
"332"	332	4	2	2	1	1	1	1	4.1	11	22.3636363636364	NA	NA	NA	0	0	0	4.1482054397705	10.4497166673342	30.2170889911788	23.8180932851765	9000	4
"333"	333	2	1	2	1	1	1	1	7.1	13	32.7692307692308	7	13	32.3076923076923	6.7	15	26.8	5.86062698180872	13.582333334287	33.2630013001094	25.8893380286033	11000	4
"334"	334	1	1	1	1	5	1	1	7.7	17	27.1764705882353	7.2	17	25.4117647058824	8.2	18	27.3333333333333	7.02974929157747	26.5161666671435	23.9080967521172	15.9067093969238	12500	4
"335"	335	3	2	2	1	1	1	1	2.1	9	14	1.9	8	14.25	2.3	10	13.8	1.77059101405077	5.69366666873296	26.5384643990393	18.6585318431869	5400	2
"336"	336	3	1	2	1	1	1	1	6.1	13	28.1538461538462	5.3	15	21.2	6.6	15	26.4	6.10834376374493	12.2809999982516	33.4233617101561	29.8428976367456	11400	1
"337"	337	3	1	2	1	1	1	1	2.8	8	21	3.1	10	18.6	0	0	0	2.08372605017075	5.13021666606267	26.1764294504006	24.3700356433869	6500	1
"338"	338	2	2	1	1	3	1	1	5.3	17	18.7058823529412	7.4	19	23.3684210526316	6.9	21	19.7142857142857	4.35983905216001	16.182116663456	22.5096749090538	16.1653971831973	9800	4
"339"	339	3	2	2	1	3	2	1	5.9	17	20.8235294117647	6.5	18	21.6666666666667	6.1	22	16.6363636363636	5.69750827365478	18.966733332475	23.0577734198633	18.0236886567054	11200	1
"340"	340	3	1	1	1	2	1	1	7.5	19	23.6842105263158	8.6	20	25.8	8.7	22	23.7272727272727	6.92533269348928	20.2959333340327	26.5036839951149	20.4730649618662	12000	4
"341"	341	5	2	1	1	2	1	1	3.4	14	14.5714285714286	3.4	17	12	0	0	0	4.26755344517911	21.5946666677793	16.4725271461729	11.857242839168	8000	4
"342"	342	4	1	2	1	4	1	1	6.1	19	19.2631578947368	5.9	20	17.7	6.3	21	18	6.16907102058834	21.4956166664759	23.8887080853826	17.2195227975278	11800	4
"343"	343	2	2	2	2	1	1	1	6.7	17	23.6470588235294	7.4	20	22.2	6.3	25	15.12	6.52304640070331	22.5383333325386	24.9106487875724	17.3652052380093	12500	4
"344"	344	1	2	1	1	6	2	2	8.2	26	18.9230769230769	8.7	30	17.4	9.4	32	17.625	8.67569856100666	35.1932166655858	23.6600601799532	14.7909728913589	15000	4
"345"	345	5	1	1	1	1	1	1	6.3	15	25.2	6.8	15	27.2	6	15	24	6.34337599838379	15.6591666658719	33.6787726373375	24.3054159920607	11500	1
"346"	346	3	1	2	1	2	1	1	4.6	17	16.2352941176471	4.6	16	17.25	4.8	22	13.0909090909091	4.80784723425771	18.7361666679382	19.8926691196957	15.3964703222405	9600	1
"347"	347	5	2	2	1	2	1	2	5.3	14	22.7142857142857	4.9	17	17.2941176470588	6	20	18	5.75874127198576	22.3039499998093	25.4164572859298	15.4916271029168	11500	4
"348"	348	2	1	2	1	2	1	2	6	15	24	5.2	16	19.5	6.2	21	17.7142857142857	4.79881878746974	18.3995000004768	24.4347265442847	15.6487473703482	10400	3
