"asc_ruta1","asc_ruta2","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
1.59239174248307,0.959085093703774,1.13803077855925,-0.940448800398727,0.00067483698586937,1.24337529873334,0.314054531240976,-0.42950799073935,-1.57693376849596,-0.252511322064541,-0.432207099405189,0.0818332416148726,0.224351153901461,-0.261458067730878,0.117475798716656,-267.909475553859
1.70034749712641,0.949585173366249,1.26781215835922,-1.09544098513841,0.0361430560259808,1.44687871129945,0.371872224565166,-0.506994247090592,-1.5074612972793,-0.366749728622527,-0.405566841859003,0.000511687790599666,0.113479682196672,-0.254728787826308,0.0126377401157531,-265.508882107595
1.83824635205003,0.937885431923435,1.44824422604571,-1.24589897788602,0.0825972397419844,1.57518388571919,0.386317358937669,-0.568365817057473,-1.43179331969906,-0.302396864905251,-0.51515621546802,0.318162180808152,0.39358754627238,-0.370164969218071,0.183108396370701,-264.538117243667
1.89624738346362,0.954393979298297,1.4774795007535,-1.26017578047124,0.0920417631301689,1.59596020721076,0.417409061732805,-0.529273438480298,-1.60489201805201,-0.286447157014856,-0.492067142639956,0.0654226246718244,0.511488164637985,-0.480306871386449,0.352539353874542,-263.910744573954
1.9331621051753,0.958282739588709,1.45271794134562,-1.25593376150552,0.100645691055376,1.59187258175348,0.445514550744926,-0.506125220998469,-1.91013626980533,-0.391701364180589,-0.455768407548302,0.0758655924523191,0.396044302926948,-0.415106298171616,0.270902832590951,-263.026582278504
1.873331898566,0.875147527147271,1.46531180175069,-1.30796781493446,0.125163707793581,1.61905274360949,0.451813820979419,-0.698663538281767,-2.1293646254662,-0.299334723318188,-0.432667988537646,0.0330322746961704,0.334554907179578,-0.288802811638225,0.169554825134614,-262.791688767178
1.84030843803637,0.836747876300561,1.46143573631444,-1.35045115423373,0.128762566584405,1.66409403970922,0.452705521612056,-0.667185651742276,-2.21868983031342,-0.32942044791966,-0.433355037445661,0.0385541743907331,0.296230234177176,-0.323260946227321,0.135098989155721,-262.633490265886
1.89633057803763,0.883917373188382,1.43120248905743,-1.36095481461916,0.123762956157104,1.70455176749837,0.459933542711081,-0.655103987091203,-2.32026931450299,-0.386221810233418,-0.43008479764745,0.0427049281933245,0.280297069327633,-0.288629017657347,0.13528291200468,-262.504445600135
1.9060341896321,0.890203769494546,1.43820817971134,-1.36169058888289,0.12324446563339,1.71087143884964,0.464444402050625,-0.652713344678999,-2.38488815770378,-0.392828621445468,-0.430213390272826,0.050569212749489,0.246521603628308,-0.304067446646272,0.146429818530016,-262.467998308261
1.90984124564894,0.892094849873401,1.45096662785446,-1.37225086575755,0.122613995372571,1.72641951985344,0.463966816009916,-0.622405241661828,-2.51637199116136,-0.423827699648602,-0.434788415129972,0.0472126390805949,0.262396951575912,-0.309184106735024,0.1037268017993,-262.421034777867
1.91308759425615,0.890199525802985,1.40202667052622,-1.39789903211812,0.122831337135152,1.76313728485824,0.466744738555211,-0.620984332814538,-2.67132556269703,-0.450503973873657,-0.43938211514842,0.0531420225115428,0.233707813552014,-0.308378943143832,0.131701879773333,-262.402525322665
1.92476652052835,0.90244895450094,1.443541112634,-1.38384611673157,0.121792399261347,1.74925992065153,0.467696103427898,-0.622496393363899,-2.70366509294027,-0.440199229945084,-0.440524568852342,0.0522593717369841,0.236019217201219,-0.319026895839735,0.118272442778374,-262.400686298982
1.91925413785454,0.897569818517891,1.43184505168273,-1.38727291269331,0.122258841728917,1.7511979692596,0.4665660701756,-0.623795011712766,-2.7020252831468,-0.440290978465789,-0.441000261246092,0.0512026043555279,0.24013440311897,-0.315334931395562,0.121819182812755,-262.400245805767
1.91882645690812,0.897350154338807,1.43054152909929,-1.38776152964354,0.122278924231057,1.75169203071878,0.466351864970199,-0.624510237429938,-2.70578296008783,-0.43991819381473,-0.441339482630019,0.0510172330724353,0.240760703178594,-0.315118112116811,0.122912510496592,-262.400222833072
1.9188507685018,0.89742860625987,1.43064026564492,-1.3877038267612,0.122273699742653,1.75162154960316,0.46632920874194,-0.62461802838569,-2.70677927890887,-0.439810923648943,-0.441415092250004,0.0510039907288964,0.240835536721501,-0.315191042870546,0.122993399871855,-262.400222156321
