"asc_ruta1","asc_ruta2","asc_ruta4","b_tg","b_tl","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","logLike"
1.74739136391563,0.862323256894345,1.6322975459737,-1.31659212337631,-3.99527685266303,-0.442841887683677,-0.0150349285326357,0.222047895001805,0.391925321607184,-0.391079732430491,-1.82841346798247,-0.311374055506193,-0.429317856535997,0.0773374632447884,0.353412185891592,-296.182467943633
1.8025374893003,0.932207218957149,1.67604107757373,-1.5644069933099,-4.75394071937832,-0.410458315781249,0.0827017963745794,0.188681338968735,0.419207597320249,-0.317291501981571,-2.15670296773656,-0.422424005678829,-0.194050458052731,-0.262299300038896,-0.141938328091513,-295.735918002152
1.83521906245549,0.933486330734234,1.63423760102254,-1.81851073698815,-5.53656806292619,-0.376318605464172,0.0808304026943205,0.114086914658941,0.432424112737438,-0.370016468391023,-2.45037150367719,-0.529040349946897,-0.242932378139895,-0.0243136948495072,-0.354243155677793,-294.035101773003
1.76651842769884,0.851050972012041,1.64872295765765,-2.31344582103185,-7.10025499179585,-0.414291979570317,-0.179044473578203,0.169583874714172,0.365669466752171,-0.4434704348207,-2.97644911089685,-0.778979308711212,-0.240365734067004,-0.0435626328325308,-0.0405413340313016,-291.836805282998
1.78690640823718,0.882098314243138,1.61124279530725,-2.38153357561226,-7.31550925192519,-0.396022566192279,-0.107540799437666,0.135442157552456,0.371630361272484,-0.426453363535427,-3.03572764410533,-0.817290649293709,-0.260587172494294,-0.0614298313576698,0.0431685176132361,-291.449881637451
1.82128056428635,0.926169010707729,1.60987867608875,-2.4611115379149,-7.6063677780761,-0.410193402308467,-0.119808139064341,0.116971062903747,0.366474746381687,-0.301527783230348,-3.04242483055636,-0.797990091410374,-0.285376657600527,-0.0307321937589175,0.0550992350733291,-291.252925166891
1.86652875449369,0.959535144840467,1.59895119951233,-2.60847637055634,-8.16699162889588,-0.399411488431919,-0.0979786199367017,0.110417907687391,0.379032831229388,-0.363382706481159,-3.01795236648142,-0.789924582619612,-0.317518759639189,-0.0111282569117491,0.0421628068790428,-290.884480759357
1.86307359253319,0.971572918591801,1.48127489722233,-2.84147333335038,-9.31014813838306,-0.410093853159226,-0.0946870067166163,0.0545139965341261,0.390157736981826,-0.426425934499816,-3.084446777848,-0.748801462375362,-0.341305854602775,0.00373233071055069,0.0247340388027918,-290.552310697866
1.82267843083926,0.942294148743209,1.44396627617583,-2.84960420285756,-9.75748920690806,-0.43454459914332,-0.0644224552710213,0.0938143910891241,0.386525387620553,-0.428551940694626,-2.97837763476989,-0.729783898030281,-0.33530167872025,0.00294476163081166,0.0073120038442643,-290.483295626222
1.82266690773372,0.945624402817715,1.3921847776883,-2.83313854207413,-10.0627604367925,-0.429567020170613,-0.11061041669523,0.0414281387857405,0.390925424217463,-0.443755728835457,-2.88151137449119,-0.730416997350066,-0.330771869093928,-0.0191925150292731,-0.00366957572014383,-290.431220788026
1.78930601479061,0.916537922012211,1.34648700246714,-2.66852008805433,-10.150337570406,-0.437257961097689,-0.121043636206323,0.0277045419541309,0.387442871980065,-0.431293880015193,-2.72461095622683,-0.733538160454957,-0.315969035200229,-0.0232683266864511,-0.00330636755582078,-290.384730900589
1.77230534780525,0.898442490583475,1.32538302122111,-2.43288544244102,-10.1380992747609,-0.439469822708795,-0.122033849358608,0.0240367757916778,0.384493541860643,-0.415681851693722,-2.58666823281713,-0.74309469401368,-0.306262761082952,-0.0188840710397155,0.000782053861814042,-290.362720545355
1.76825097972337,0.892974886674934,1.31582001670069,-2.23468487545685,-10.1578691503342,-0.439340793096359,-0.119184440486178,0.0238987345993741,0.383629085233767,-0.409984298858004,-2.55370076917222,-0.747862804405669,-0.303771411889193,-0.013614866017469,0.00408569818896787,-290.350017990627
1.76181511725461,0.880870282455823,1.27178347704207,-1.16340832840932,-10.4019939853969,-0.437249514935503,-0.106611704813574,0.0271833693369394,0.382005713048843,-0.395021267902874,-2.46353778831715,-0.763145725061278,-0.298461465562715,0.00447785423632707,0.0139114871214576,-290.292367318522
1.75969590631805,0.873073663429485,1.19093194532929,0.784845716859882,-11.0122836625664,-0.434087219055226,-0.0899552928346241,0.0341488329210743,0.381414485693422,-0.385042982384594,-2.40698033755905,-0.776414246532279,-0.295564721042999,0.023251218460168,0.0228839505722503,-290.20114678964
1.76744412051615,0.876704737878951,1.04204129364168,4.3560468282536,-12.3410007181581,-0.429338329202788,-0.068967325025156,0.0486478968563893,0.382878308794674,-0.38730714962833,-2.41381030647836,-0.782319494217348,-0.298043948416551,0.0374051809005708,0.0266360522403255,-290.056895260084
1.78260124190243,0.895515784562176,0.917530497859882,7.25530920223815,-13.6228819604586,-0.426981496560461,-0.0615785679022863,0.0610981530431969,0.38619239618024,-0.40809238337885,-2.51407652255209,-0.76895924446012,-0.306933831921817,0.0297982224304815,0.0177592852127933,-289.95725758771
1.79227841627476,0.911487602038792,0.885121619381817,7.94113645476445,-14.0777745353925,-0.427541556717567,-0.0669605112048986,0.0646590445102126,0.388419314819807,-0.427260744848976,-2.61516463320594,-0.752447292705184,-0.314013729941355,0.0137440323919531,0.00671871070421911,-289.928718099332
1.79423173312094,0.915578298967925,0.895503986656268,7.68502518442262,-14.0372776089828,-0.428207231119293,-0.0710388311131053,0.0641552499908061,0.388770109312017,-0.432830886102203,-2.65322313146797,-0.747032813454528,-0.315720749312529,0.007038452917766,0.00295170470035938,-289.926036422399
1.79437390798865,0.915837397628085,0.900667334314565,7.57284473728495,-13.9975103338924,-0.428314967664001,-0.0718237711025953,0.063902156665386,0.388733682763276,-0.433197310640317,-2.65698278821616,-0.746504784385036,-0.315794342937635,0.00606741717813431,0.00249255123357128,-289.925956692213
1.79432371146361,0.915777536807596,0.901178193913452,7.56134116091097,-13.9924641937112,-0.428327688654395,-0.0718626224317387,0.0638494288076701,0.388717043310953,-0.433144842839449,-2.65676727228307,-0.746496055877638,-0.315769392316946,0.00605578708129287,0.0025023747698616,-289.925955971958
