"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"	"T_Alt_1"	"T_Alt_2"	"T_Alt_3"	"T_Alt_4"	"D_Alt_1"	"D_Alt_2"	"D_Alt_3"	"D_Alt_4"	"Vel_fl_Alt1"	"Vel_fl_Alt2"	"Vel_fl_Alt3"	"Vel_fl_Alt4"	"T_fl_Alt1"	"T_fl_Alt2"	"T_fl_Alt3"	"T_fl_Alt4"	"CG_Alt_1"	"CG_Alt_2"	"CG_Alt_3"	"CG_Alt_4"	"UsoCel_Poco"	"UsoCel_Frec"
"11"	"41"	"{1A27CCF2-1FCF-E811-914C-74867AD5B714}"	0	1	1	15	10	4	3	7	15	1	7.2	16	2	7.6	16	2	7.09674130805823	15.2309999982516	7	9	7	7	3	5	3	3	2	4	1	2	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	12100	1	5	3	1	2	1	4	1	1	3	1	1	2	3	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1.25	0.921052631578947	0.986368207060277	0	0.138888888888889	0.131578947368421	0	0.285714285714286	0.555555555555556	0.131578947368421	0.281819487731508	0.75	1	1	0.8077499995629	0.142857142857142	0.428571428571429	2.28571428571429	0.281059011511757	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	15	15.4285714285714	16.2857142857143	15.2073028029819	1	1.03703703703704	0.982456140350877	1.00155827733403	0	1
"12"	"42"	"{1B8E1A94-98C2-E811-914C-74867AD5B714}"	0	1	1	8	12	1	3	4.8	14	3	4.7	17	3	5.3	18	3	4.6130956407692	14.6347333351771	8	14	8	8	2	2	1	2	0	2	0	0	1	2	1	1	0	0	0	0	0	1	0	0	1	2	2	1	1	2	1	10000	1	3	4	2	2	4	5	4	4	4	2	2	4	3	3	2	2	2	3	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1.66666666666667	2.97872340425532	1.50943396226415	1.73419339701053	0.208333333333333	0	0	0	0	0.425531914893617	0	0	0.428571428571429	0.857142857142857	1	0.519247619311014	0.36459876713766	0.237518520565192	2.14372221915221	0.127080246572468	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.2857142857143	10.0714285714286	11.3571428571429	9.88520494450543	1.36111111111111	1.68794326241135	1.58490566037736	1.48046837848432	0	1
"13"	"44"	"{1CEB8473-D4DE-E811-8FB7-74867AD5B714}"	0	1	1	14	14	2	3	6.3	22	3	6.6	25	3	7.6	26	3	6.33638655798182	26.6689500013987	19	19	20	17	4	3	3	4	2	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1	13000	1	5	4	1	2	1	4	1	1	1	1	1	2	5	2	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	3.01587301587302	2.87878787878788	2.63157894736842	2.68291712389066	0.158730158730159	0.151515151515152	0.131578947368421	0	0.317460317460317	0	0.131578947368421	0	0.391187841810528	0.782375683621055	0.912771630891231	1	0.0714285714285712	0.285714285714285	1.64285714285714	0.0974189699870141	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	13.5	14.1428571428571	16.2857142857143	13.5779711956753	1.62962962962963	1.76767676767677	1.59649122807018	1.96413364095904	0	1
"14"	"45"	"{1CF86FD7-96E2-E811-8FB7-74867AD5B714}"	0	1	1	12	15	1	3	6.7	17	2	6.9	20	3	7.3	21	3	7.08514356867066	20.6709999998411	10	10	14	9	2	2	3	3	0	0	4	0	1	2	1	2	0	0	0	0	2	2	2	0	1	1	4	1	1	1	1	12500	4	4	1	1	2	1	4	1	1	4	1	1	2	4	1	1	3	1	1	1	4	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1.49253731343284	1.44927536231884	1.91780821917808	1.2702636033794	0.298507462686567	0.289855072463768	0	0.282280800750979	0	0	0.547945205479452	0	0.428571428571429	0.857142857142857	1	0.9529999999773	0.142857142857142	0.428571428571429	2.28571428571429	0.693062240958086	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	14.3571428571429	14.7857142857143	15.6428571428571	15.1824505042943	1.18407960199005	1.35265700483092	1.34246575342466	1.36150616753168	0	1
"15"	"54"	"{24059CC8-75CD-E811-914C-74867AD5B714}"	0	1	1	35	14	1	3	4.3	15	3	5.7	17	3	5.5	18	3	4.38871899411864	31.9890499989192	17	20	11	17	3	4	2	3	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	9500	1	5	2	2	2	1	4	1	1	2	1	1	1	2	2	2	1	1	2	2	3	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	3.95348837209302	3.50877192982456	2	3.87356766810129	0	0	0	0	0	0	0	0	0.150082169996183	0.250136949993639	0.300164339992367	1	0.0666666666666664	1	1.46666666666667	0.12581266274576	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	9.21428571428571	12.2142857142857	11.7857142857143	9.40439784453994	1.62790697674419	1.39181286549708	1.52727272727273	3.40149901436715	1	0
"16"	"55"	"{248C222D-70DF-E811-8FB7-74867AD5B714}"	0	1	1	42	10	1	4	4.3	13	2	5.2	14	2	4.5	15	3	4.09073760330632	11.5539333343506	10	10	11	8	2	3	3	2	0	0	0	0	1	2	2	2	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	9000	4	5	5	2	2	2	5	2	2	2	2	2	4	5	4	1	2	2	2	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	2.32558139534884	1.92307692307692	2.44444444444444	1.95563753430042	0	0.192307692307692	0	0	0	0	0	0	0.689733273988951	0.844866636994475	1	0.465400089016574	0.255744656857977	1	1.16539007625378	0.0826950381268915	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	9.21428571428571	11.1428571428571	9.64285714285714	8.76586629279926	1.41085271317829	1.25641025641026	1.55555555555556	1.31805949901855	0	1
"17"	"62"	"{2BA6331C-A0C6-E811-914C-74867AD5B714}"	0	1	1	1	12	1	1	7.1	20	3	8.5	22	3	7.3	25	3	7.46795409376879	23.3891666650772	12	11	19	21	3	2	4	3	0	0	0	0	1	1	2	2	0	0	0	0	0	1	0	0	2	1	2	2	1	2	1	13000	3	1	2	5	2	2	3	2	2	2	2	3	2	5	2	2	2	1	2	3	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1.69014084507042	1.29411764705882	2.6027397260274	2.8120151431464	0.140845070422535	0	0	0	0	0	0	0	0.375	0.625	1	0.79864583313465	0.0666666666666664	1	0.8	0.31196939584586	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	15.2142857142857	18.2142857142857	15.6428571428571	16.0027587723617	1.31455399061033	1.2078431372549	1.59817351598174	1.46157090772827	0	1
"18"	"65"	"{2C98D15C-8366-E811-95E4-74867AD5B714}"	0	1	1	25	10	0	4	6	17	3	4.5	20	3	4.9	22	3	5.42730943222081	12.7379999995232	9	16	17	9	1	3	2	0	1	2	3	0	1	2	2	1	0	0	0	0	0	0	0	0	1	1	5	1	1	1	1	9900	1	5	1	1	2	1	3	1	1	1	4	1	2	3	4	4	5	5	3	5	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.5	3.55555555555556	3.46938775510204	1.65828024224469	0	0	0	0	0.166666666666667	0.444444444444444	0.612244897959184	0	0.592236176822249	0.8368944707289	1	0.24465829390665	1	0.0624999999999998	0.875	0.642068395138006	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.8571428571429	9.64285714285714	10.5	11.6299487833303	1.32222222222222	2.07407407407407	2.0952380952381	1.09527567462559	0	1
"19"	"66"	"{2CA75D4B-DBC5-E811-914C-74867AD5B714}"	0	1	1	3	12	1	3	5.1	15	2	7.3	16	2	6.7	18	2	4.73736064190911	17.7182666699092	13	11	11	13	4	4	4	4	1	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	9500	1	2	4	1	2	1	4	1	1	1	1	1	2	5	2	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	2.54901960784314	1.50684931506849	1.64179104477612	2.7441440461584	0	0	0	0	0.196078431372549	0.136986301369863	0.149253731343284	0.211088003550646	0.5	0.666666666666667	1	0.953044444984867	0.173752166880986	1	1.11267015906168	0.0375567196872278	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.9285714285714	15.6428571428571	14.3571428571429	10.1514870898052	1.37254901960784	1.02283105022831	1.25373134328358	1.74538631760691	0	1
"20"	"68"	"{2D736D0E-A2DC-E811-8FB7-74867AD5B714}"	0	1	1	28	15	1	3	6.6	23	3	6.7	27	3	6.5	26	3	5.91130071093373	33.6188999970754	8	19	17	16	2	3	2	2	2	0	2	1	1	1	1	1	0	0	0	0	0	1	0	0	1	2	3	1	1	2	1	14000	3	5	3	3	2	1	4	3	1	1	1	1	3	4	1	1	3	2	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1.21212121212121	2.83582089552239	2.61538461538462	2.70668010010147	0.151515151515152	0	0	0	0.303030303030303	0	0.307692307692308	0.169167506256342	0.220282108000223	0.513991585333854	0.440564216000446	1	0.887475998652967	1	1.78766800942923	0.112524001347032	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	14.1428571428571	14.3571428571429	13.9285714285714	12.6670729520009	1.62626262626263	1.88059701492537	1.86666666666667	2.65403855527374	0	1
"21"	"74"	"{33AA04C6-D6D2-E811-8FB7-74867AD5B714}"	0	1	1	30	13	2	3	3.9	10	1	4.4	12	1	4.2	12	1	4.07525029408923	13.4006000002225	6	4	8	4	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2	9200	4	5	4	4	2	2	5	2	2	4	2	2	4	3	1	1	3	3	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.53846153846154	0.909090909090909	1.9047619047619	0.98153480432886	0	0	0	0	0	0	0	0	0.468706058790693	0.781176764651156	0.781176764651156	1	0.166666666666667	1	2.16666666666667	0.458750490148716	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	10.6363636363636	12	11.4545454545455	11.1143189838797	0.94017094017094	1	1.04761904761905	1.20570590241821	0	1
"22"	"75"	"{33DEF5A1-5DE8-E811-8FB7-74867AD5B714}"	0	1	1	25	15	1	3	6.4	29	3	6.3	30	3	6.7	30	3	6.00751792225942	39.7268333355586	11	8	6	16	1	1	2	2	0	0	0	3	2	2	2	2	0	0	0	0	1	1	1	0	2	2	6	1	1	2	2	14400	4	5	5	2	2	4	5	2	2	5	2	2	4	3	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1.71875	1.26984126984127	0.895522388059702	2.66332954924959	0.15625	0.158730158730159	0	0.166458096828099	0	0	0	0.499374290484298	0.218550041853329	0.291400055804438	0.291400055804438	1	0.621442543085239	0.495256724113651	2.13567237074428	0.126185818971587	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	17.4545454545455	17.1818181818182	18.2727272727273	16.3841397879802	1.66145833333333	1.74603174603175	1.64179104477612	2.42471279234953	0	1
"23"	"85"	"{3819A850-CBC5-E811-914C-74867AD5B714}"	0	1	1	3	12	1	1	8.3	28	3	9.3	32	3	8.8	34	3	7.45356234115071	39.3309500018756	17	16	15	15	2	1	3	1	2	2	2	2	1	1	1	1	1	1	1	1	0	1	0	1	1	1	6	1	2	2	2	15000	4	2	2	2	2	2	4	2	2	2	1	1	1	3	4	2	4	4	3	2	4	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	2.04819277108434	1.72043010752688	1.70454545454545	2.01246052738914	0.120481927710843	0	0.113636363636364	0	0.240963855421687	0.21505376344086	0.227272727272727	0.268328070318552	0.209337133937901	0.48845331252177	0.628011401813704	1	0.486240930731279	1	1.20550362770749	0.0513759069268719	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	22.6363636363636	25.3636363636364	24	20.3278972940474	1.23694779116466	1.26164874551971	1.41666666666667	1.93482628492977	1	0
"24"	"87"	"{3B02B1F0-0EE2-E811-8FB7-74867AD5B714}"	0	1	1	1	12	2	2	4.1	15	3	5.2	20	3	5.2	26	3	3.32041920432399	20.2890499989192	11	19	17	11	4	3	6	4	0	1	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	1	3	1	1	2	1	10200	1	1	4	1	2	1	4	1	1	1	1	1	1	5	2	2	2	2	2	1	3	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	2.68292682926829	3.65384615384615	3.26923076923077	3.312834712459	0	0	0	0	0	0.192307692307692	0	0	0.214285714285714	0.571428571428571	1	0.5920749999228	0.444326797672151	1	1.45464171099551	0.0505157456661681	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	8.78571428571428	11.1428571428571	11.1428571428571	7.11518400926569	1.70731707317073	1.79487179487179	2.33333333333333	2.85151444748273	1	0
"25"	"96"	"{47212798-FAEB-E811-8FB7-74867AD5B714}"	0	1	1	35	12	1	3	5.2	16	2	7.5	21	3	5.2	16	0	7.9856613284706	18.8832833329837	13	13	13	15	2	3	999	2	1	1	1	1	2	2	999	2	0	1	0	999	0	0	0	1	1	2	4	1	1	1	2	10400	1	5	4	2	2	1	4	2	1	2	1	1	2	2	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	2.5	1.73333333333333	2.5	1.87836666031926	0	0	0.192307692307692	0	0.192307692307692	0.133333333333333	0.192307692307692	0.125224444021284	0.375	1	0.375	0.735410416622963	0.0346541013019707	0.831698431247301	0.346541013019709	1	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	14.1818181818182	20.4545454545455	14.1818181818182	21.7790763503744	1.12820512820513	1.02666666666667	1.12820512820513	0.86703784077873	0	1
"26"	"99"	"{494F40B8-A8CC-E811-914C-74867AD5B714}"	0	1	1	10	10	1	3	4.8	12	1	9.5	16	1	6.9	17	2	4.70605301356862	9.64128333330154	7	6	5	3	3	3	2	0	4	0	4	4	0	2	0	0	0	0	0	0	0	0	3	0	1	1	1	1	1	1	1	9300	4	4	4	2	2	2	5	2	2	4	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1.45833333333333	0.631578947368421	0.72463768115942	0.637476881656522	0	0.315789473684211	0	0	0.833333333333333	0	0.579710144927536	0.849969175542029	0.517314725281157	0.903462945056231	1	0.289611164831306	0.0396299728969488	1	0.652632117856343	0.0204334048319797	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.2857142857143	20.3571428571429	14.7857142857143	10.0843993147899	1.16666666666667	0.785964912280702	1.14975845410628	0.956059258696898	0	1
"27"	"106"	"{4C90677E-E1E2-E811-8FB7-74867AD5B714}"	0	1	3	12	11	1	3	4.2	13	2	4.2	13	2	5.4	17	3	3.72626720054955	13.2605000019073	16	11	19	11	2	1	4	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	1	1	1	1	1	1	2	2	8800	4	4	1	4	1	1	1	1	1	1	1	1	3	5	2	1	2	5	3	1	5	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	3.80952380952381	2.61904761904762	3.51851851851852	2.95201589364759	0.238095238095238	0	0.185185185185185	0	0	0	0.185185185185185	0.26836508124069	0.428571428571429	0.428571428571429	1	0.465785714558186	0.323460669852983	0.323460669852983	1.50740449761026	0.0563782775122514	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	11.4545454545455	11.4545454545455	14.7272727272727	10.1625469105897	1.13492063492063	1.13492063492063	1.15432098765432	1.30484022544481	0	1
"28"	"107"	"{4D0F0833-12E5-E811-8FB7-74867AD5B714}"	0	1	1	25	12	2	3	4	12	3	4.3	13	3	4.8	13	2	4.18896493236783	13.6909500002861	6	12	2	11	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	2	1	1	2	1	9800	4	5	5	2	1	2	5	2	2	2	2	2	4	2	4	3	2	2	3	2	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1.5	2.7906976744186	0.416666666666667	2.62594702452718	0	0.232558139534884	0	0.238722456775198	0	0	0	0	0.639529306391462	0.852705741855283	0.852705741855283	1	0.111111111111111	0.444444444444444	2	0.321072147075367	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	8.57142857142857	9.21428571428571	10.2857142857143	8.97635342650249	1.4	1.41085271317829	1.26388888888889	1.52522403583886	0	1
"29"	"109"	"{4FBD7528-FBE8-E811-8FB7-74867AD5B714}"	0	1	1	8	14	1	2	5.5	17	3	6.1	21	3	7.2	26	3	4.62833208804925	15.8730666677157	8	14	9	11	2	0	2	2	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	1	1	2	1	1	2	1	9200	1	3	5	2	1	2	5	2	2	3	2	2	3	2	1	1	3	3	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1.45454545454545	2.29508196721312	1.25	2.37666610578851	0.181818181818182	0.163934426229508	0.138888888888889	0.216060555071682	0	0	0	0	0.314386706157374	0.619103725642985	1	0.228537764614209	0.363693372070811	0.588272181928171	1.33686821478604	0.0374298016428934	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	11.7857142857143	13.0714285714286	15.4285714285714	9.91785447439125	1.44242424242424	1.60655737704918	1.68518518518519	1.60045367762769	0	1
